record_id,time_slot,house,date,day,month,time,subject_id,age,response,dynamic_house_size,static_house_size,wealth,rain
713,15,9,12/20/04,Monday,12,12:45,23,43,manufacture,10,10,4975,203
714,15,9,12/20/04,Monday,12,12:45,14,16,manufacture,10,10,4975,203
715,15,9,12/20/04,Monday,12,12:45,9,14,manufacture,10,10,4975,203
716,17,5,12/20/04,Monday,12,13:45,1,27,agriculture,8,8,3175,203
717,17,5,12/20/04,Monday,12,13:45,4,15,fishing,8,8,3175,203
718,18,26,12/20/04,Monday,12,14:15,42,24,agriculture,3,4,14650,203
719,19,25,12/20/04,Monday,12,14:45,5,40,wage,8,9,5925,203
720,20,11,12/20/04,Monday,12,15:15,43,17,z,10,9,7350,203
721,20,11,12/20/04,Monday,12,15:15,28,44,z,10,9,7350,203
722,21,17,12/20/04,Monday,12,15:45,13,31,gold,9,9,8600,203
723,22,22,12/20/04,Monday,12,16:15,39,57,z,2,8,12475,203
724,23,29,12/20/04,Monday,12,16:45,20,43,agriculture,3,3,56200,203
725,23,29,12/20/04,Monday,12,16:45,22,14,livestock,3,3,56200,203
726,24,23,12/20/04,Monday,12,17:15,17,40,z,6,6,4050,203
727,25,16,12/20/04,Monday,12,17:45,11,29,z,6,7,2100,203
728,1,12,12/21/04,Tuesday,12,5:51,29,13,z,4,4,5550,203
729,1,12,12/21/04,Tuesday,12,5:51,15,32,z,4,4,5550,203
730,2,7,12/21/04,Tuesday,12,6:21,31,62,z,2,3,7175,203
731,3,10,12/21/04,Tuesday,12,6:51,26,46,domestic,8,9,7975,203
732,4,13,12/21/04,Tuesday,12,7:21,41,60,agriculture,6,6,3300,203
733,4,13,12/21/04,Tuesday,12,7:21,10,14,manufacture,6,6,3300,203
734,6,16,12/21/04,Tuesday,12,8:21,11,29,manufacture,6,7,2100,203
735,7,11,12/21/04,Tuesday,12,8:51,28,44,firewood,10,9,7350,203
736,8,3,12/21/04,Tuesday,12,9:21,35,44,agriculture,10,10,40850,203
737,9,18,12/21/04,Tuesday,12,9:51,32,40,agriculture,10,9,1300,203
738,9,18,12/21/04,Tuesday,12,9:51,21,17,firewood,10,9,1300,203
739,9,18,12/21/04,Tuesday,12,9:51,44,16,z,10,9,1300,203
740,10,21,12/21/04,Tuesday,12,10:21,25,50,manufacture,10,11,7600,203
741,11,1,12/21/04,Tuesday,12,10:51,3,17,agriculture,13,13,6050,203
742,11,1,12/21/04,Tuesday,12,10:51,16,29,firewood,13,13,6050,203
743,11,1,12/21/04,Tuesday,12,10:51,19,13,firewood,13,13,6050,203
744,11,1,12/21/04,Tuesday,12,10:51,7,15,z,13,13,6050,203
745,12,9,12/21/04,Tuesday,12,11:21,14,16,firewood,10,10,4975,203
746,12,9,12/21/04,Tuesday,12,11:21,9,14,firewood,10,10,4975,203
747,12,9,12/21/04,Tuesday,12,11:21,23,43,steady_job,10,10,4975,203
748,13,17,12/21/04,Tuesday,12,11:51,13,31,gold,9,9,8600,203
749,14,26,12/21/04,Tuesday,12,12:21,42,24,agriculture,3,4,14650,203
750,15,24,12/21/04,Tuesday,12,12:51,18,35,agriculture,10,10,2975,203
751,15,24,12/21/04,Tuesday,12,12:51,30,16,z,10,10,2975,203
752,15,24,12/21/04,Tuesday,12,12:51,36,18,wage,10,10,2975,203
753,16,25,12/21/04,Tuesday,12,13:21,5,40,z,8,9,5925,203
754,18,5,12/21/04,Tuesday,12,14:21,1,27,z,8,8,3175,203
755,18,5,12/21/04,Tuesday,12,14:21,4,15,z,8,8,3175,203
756,19,4,12/21/04,Tuesday,12,14:51,6,30,manufacture,11,11,7275,203
757,19,4,12/21/04,Tuesday,12,14:51,12,17,manufacture,11,11,7275,203
758,21,22,12/21/04,Tuesday,12,15:51,39,57,finca,2,8,12475,203
759,23,29,12/21/04,Tuesday,12,16:51,20,43,agriculture,3,3,56200,203
760,23,29,12/21/04,Tuesday,12,16:51,22,14,agriculture,3,3,56200,203
761,1,7,1/5/05,Wednesday,1,5:56,37,28,z,3,3,7175,127
762,1,7,1/5/05,Wednesday,1,5:56,31,62,z,3,3,7175,127
763,2,6,1/5/05,Wednesday,1,6:26,45,27,z,7,7,800,127
764,3,9,1/5/05,Wednesday,1,6:56,23,43,manufacture,10,10,4975,127
765,3,9,1/5/05,Wednesday,1,6:56,9,14,z,10,10,4975,127
766,3,9,1/5/05,Wednesday,1,6:56,14,16,z,10,10,4975,127
767,5,18,1/5/05,Wednesday,1,7:56,32,40,agriculture,12,9,1300,127
768,5,18,1/5/05,Wednesday,1,7:56,44,16,z,12,9,1300,127
769,6,16,1/5/05,Wednesday,1,8:26,11,29,manufacture,7,7,2100,127
770,7,1,1/5/05,Wednesday,1,8:56,19,13,agriculture,13,13,6050,127
771,7,1,1/5/05,Wednesday,1,8:56,3,17,agriculture,13,13,6050,127
772,7,1,1/5/05,Wednesday,1,8:56,7,15,z,13,13,6050,127
773,7,1,1/5/05,Wednesday,1,8:56,16,29,wage,13,13,6050,127
774,9,23,1/5/05,Wednesday,1,9:56,17,40,agriculture,6,6,4050,127
775,10,11,1/5/05,Wednesday,1,10:26,28,44,manufacture,9,9,7350,127
776,10,11,1/5/05,Wednesday,1,10:26,43,17,manufacture,9,9,7350,127
777,11,4,1/5/05,Wednesday,1,10:56,6,30,finca,11,11,7275,127
778,11,4,1/5/05,Wednesday,1,10:56,12,17,wage,11,11,7275,127
779,11,4,1/5/05,Wednesday,1,10:56,40,18,wage,11,11,7275,127
780,12,13,1/5/05,Wednesday,1,11:25,41,60,agriculture,8,6,3300,127
781,12,15,1/5/05,Wednesday,1,11:25,27,18,agriculture,7,6,745,127
782,12,13,1/5/05,Wednesday,1,11:25,10,14,manufacture,8,6,3300,127
783,13,17,1/5/05,Wednesday,1,11:56,13,31,gold,9,9,8600,127
784,14,21,1/5/05,Wednesday,1,12:26,8,45,finca,12,11,7600,127
785,14,21,1/5/05,Wednesday,1,12:26,25,50,wage,12,11,7600,127
786,15,30,1/5/05,Wednesday,1,12:56,38,28,agriculture,5,5,4800,127
787,16,24,1/5/05,Wednesday,1,13:25,30,16,agriculture,9,10,2975,127
788,16,24,1/5/05,Wednesday,1,13:25,18,35,finca,9,10,2975,127
789,16,24,1/5/05,Wednesday,1,13:25,36,18,steady_job,9,10,2975,127
790,17,25,1/5/05,Wednesday,1,13:56,5,40,wage,8,9,5925,127
791,18,5,1/5/05,Wednesday,1,14:26,1,27,gold,8,8,3175,127
792,18,5,1/5/05,Wednesday,1,14:26,4,15,gold,8,8,3175,127
793,19,19,1/5/05,Wednesday,1,14:56,33,67,firewood,6,5,6300,127
794,20,10,1/5/05,Wednesday,1,15:25,26,46,wage,8,9,7975,127
795,21,22,1/5/05,Wednesday,1,15:56,39,57,gold,7,8,12475,127
796,21,22,1/5/05,Wednesday,1,15:56,34,26,gold,7,8,12475,127
797,22,26,1/5/05,Wednesday,1,16:26,42,24,z,3,4,14650,127
798,23,12,1/5/05,Wednesday,1,16:56,29,13,z,4,4,5550,127
799,23,12,1/5/05,Wednesday,1,16:56,15,32,z,4,4,5550,127
800,24,29,1/5/05,Wednesday,1,17:26,22,14,domestic,3,3,56200,127
801,24,29,1/5/05,Wednesday,1,17:26,20,43,wage,3,3,56200,127
802,25,3,1/5/05,Wednesday,1,17:56,35,44,z,10,10,40850,127
803,1,30,1/6/05,Thursday,1,5:59,38,28,z,5,5,4800,127
804,2,23,1/6/05,Thursday,1,6:29,17,40,z,9,6,4050,127
805,3,12,1/6/05,Thursday,1,6:59,15,32,z,9,4,5550,127
806,3,12,1/6/05,Thursday,1,6:59,29,13,z,9,4,5550,127
807,4,19,1/6/05,Thursday,1,7:29,33,67,z,6,5,6300,127
808,5,24,1/6/05,Thursday,1,7:59,18,35,finca,9,10,2975,127
809,5,24,1/6/05,Thursday,1,7:59,30,16,finca,9,10,2975,127
810,5,24,1/6/05,Thursday,1,7:59,36,18,z,9,10,2975,127
811,6,25,1/6/05,Thursday,1,8:29,5,40,z,8,9,5925,127
812,8,7,1/6/05,Thursday,1,9:29,31,62,agriculture,3,3,7175,127
813,8,7,1/6/05,Thursday,1,9:29,37,28,wage,3,3,7175,127
814,9,3,1/6/05,Thursday,1,9:59,35,44,steady_job,10,10,40850,127
815,10,13,1/6/05,Thursday,1,10:29,41,60,manufacture,8,6,3300,127
816,10,13,1/6/05,Thursday,1,10:29,10,14,z,8,6,3300,127
817,10,15,1/6/05,Thursday,1,10:29,27,18,z,7,6,745,127
818,11,5,1/6/05,Thursday,1,10:58,4,15,gold,9,8,3175,127
819,11,5,1/6/05,Thursday,1,10:58,2,19,z,9,8,3175,127
820,12,6,1/6/05,Thursday,1,11:29,45,27,z,7,7,800,127
821,13,18,1/6/05,Thursday,1,11:59,32,40,agriculture,12,9,1300,127
822,13,18,1/6/05,Thursday,1,11:59,21,17,z,12,9,1300,127
823,13,18,1/6/05,Thursday,1,11:59,44,16,z,12,9,1300,127
824,14,21,1/6/05,Thursday,1,12:28,8,45,finca,12,11,7600,127
825,14,21,1/6/05,Thursday,1,12:28,25,50,z,12,11,7600,127
826,15,1,1/6/05,Thursday,1,12:59,3,17,agriculture,13,13,6050,127
827,15,1,1/6/05,Thursday,1,12:59,7,15,z,13,13,6050,127
828,15,1,1/6/05,Thursday,1,12:59,19,13,z,13,13,6050,127
829,15,1,1/6/05,Thursday,1,12:59,16,29,steady_job,13,13,6050,127
830,16,17,1/6/05,Thursday,1,13:29,13,31,gold,9,9,8600,127
831,17,29,1/6/05,Thursday,1,13:59,22,14,z,3,3,56200,127
832,17,29,1/6/05,Thursday,1,13:59,20,43,steady_job,3,3,56200,127
833,18,10,1/6/05,Thursday,1,14:29,26,46,agriculture,8,9,7975,127
834,19,4,1/6/05,Thursday,1,14:59,6,30,finca,11,11,7275,127
835,19,4,1/6/05,Thursday,1,14:59,12,17,z,11,11,7275,127
836,19,4,1/6/05,Thursday,1,14:59,40,18,z,11,11,7275,127
837,21,11,1/6/05,Thursday,1,15:59,28,44,manufacture,9,9,7350,127
838,21,11,1/6/05,Thursday,1,15:59,43,17,z,9,9,7350,127
839,22,22,1/6/05,Thursday,1,16:29,39,57,gold,7,8,12475,127
840,22,22,1/6/05,Thursday,1,16:29,34,26,gold,7,8,12475,127
841,23,9,1/6/05,Thursday,1,16:59,23,43,z,10,10,4975,127
842,23,9,1/6/05,Thursday,1,16:59,14,16,z,10,10,4975,127
843,23,9,1/6/05,Thursday,1,16:59,9,14,z,10,10,4975,127
844,25,26,1/6/05,Thursday,1,17:59,42,24,z,3,4,14650,127
845,2,5,1/7/05,Friday,1,6:19,4,15,z,9,8,3175,127
846,2,5,1/7/05,Friday,1,6:19,2,19,z,9,8,3175,127
847,2,5,1/7/05,Friday,1,6:19,1,27,z,9,8,3175,127
848,3,9,1/7/05,Friday,1,6:49,14,16,agriculture,10,10,4975,127
849,3,9,1/7/05,Friday,1,6:49,9,14,agriculture,10,10,4975,127
850,3,9,1/7/05,Friday,1,6:49,23,43,steady_job,10,10,4975,127
851,4,24,1/7/05,Friday,1,7:19,18,35,z,9,10,2975,127
852,4,24,1/7/05,Friday,1,7:19,30,16,z,9,10,2975,127
853,4,24,1/7/05,Friday,1,7:19,36,18,z,9,10,2975,127
854,5,6,1/7/05,Friday,1,7:49,45,27,z,7,7,800,127
855,6,3,1/7/05,Friday,1,8:19,35,44,z,10,10,40850,127
856,7,10,1/7/05,Friday,1,8:47,26,46,wage,8,9,7975,127
857,8,13,1/7/05,Friday,1,9:19,41,60,agriculture,6,6,3300,127
858,8,13,1/7/05,Friday,1,9:19,10,14,agriculture,6,6,3300,127
859,8,15,1/7/05,Friday,1,9:19,27,18,domestic,7,6,745,127
860,9,11,1/7/05,Friday,1,9:49,43,17,agriculture,9,9,7350,127
861,9,11,1/7/05,Friday,1,9:49,28,44,manufacture,9,9,7350,127
862,10,16,1/7/05,Friday,1,10:19,11,29,gold,7,7,2100,127
863,11,25,1/7/05,Friday,1,10:49,5,40,wage,10,9,5925,127
864,12,22,1/7/05,Friday,1,11:18,34,26,agriculture,7,8,12475,127
865,12,22,1/7/05,Friday,1,11:18,39,57,firewood,7,8,12475,127
866,13,26,1/7/05,Friday,1,11:49,42,24,manufacture,3,4,14650,127
867,14,12,1/7/05,Friday,1,12:19,15,32,agriculture,9,4,5550,127
868,14,12,1/7/05,Friday,1,12:19,29,13,domestic,9,4,5550,127
869,15,23,1/7/05,Friday,1,12:49,17,40,agriculture,8,6,4050,127
870,16,19,1/7/05,Friday,1,13:19,33,67,firewood,6,5,6300,127
871,17,4,1/7/05,Friday,1,13:49,6,30,finca,11,11,7275,127
872,17,4,1/7/05,Friday,1,13:49,12,17,wage,11,11,7275,127
873,17,4,1/7/05,Friday,1,13:49,40,18,wage,11,11,7275,127
874,18,17,1/7/05,Friday,1,14:19,13,31,agriculture,9,9,8600,127
875,19,7,1/7/05,Friday,1,14:49,31,62,agriculture,3,3,7175,127
876,19,7,1/7/05,Friday,1,14:49,37,28,wage,3,3,7175,127
877,20,21,1/7/05,Friday,1,15:19,25,50,agriculture,12,11,7600,127
878,20,21,1/7/05,Friday,1,15:19,8,45,finca,12,11,7600,127
879,21,18,1/7/05,Friday,1,15:48,32,40,z,12,9,1300,127
880,21,18,1/7/05,Friday,1,15:48,21,17,z,12,9,1300,127
881,21,18,1/7/05,Friday,1,15:48,44,16,z,12,9,1300,127
882,22,30,1/7/05,Friday,1,16:19,38,28,z,5,5,4800,127
883,23,1,1/7/05,Friday,1,16:49,16,29,agriculture,13,13,6050,127
884,23,1,1/7/05,Friday,1,16:49,7,15,z,13,13,6050,127
885,23,1,1/7/05,Friday,1,16:49,3,17,z,13,13,6050,127
886,23,1,1/7/05,Friday,1,16:49,19,13,z,13,13,6050,127
887,25,29,1/7/05,Friday,1,17:49,22,14,z,3,3,56200,127
888,25,29,1/7/05,Friday,1,17:49,20,43,z,3,3,56200,127
889,1,19,1/8/05,Saturday,1,5:38,33,67,z,6,5,6300,127
890,2,9,1/8/05,Saturday,1,6:08,14,16,z,10,10,4975,127
891,2,9,1/8/05,Saturday,1,6:08,9,14,z,10,10,4975,127
892,3,26,1/8/05,Saturday,1,6:38,42,24,firewood,3,4,14650,127
893,4,16,1/8/05,Saturday,1,7:08,11,29,z,7,7,2100,127
894,5,7,1/8/05,Saturday,1,7:38,37,28,z,3,3,7175,127
895,5,7,1/8/05,Saturday,1,7:38,31,62,z,3,3,7175,127
896,6,24,1/8/05,Saturday,1,8:08,30,16,domestic,9,10,2975,127
897,6,24,1/8/05,Saturday,1,8:08,18,35,z,9,10,2975,127
898,6,24,1/8/05,Saturday,1,8:08,36,18,steady_job,9,10,2975,127
899,7,10,1/8/05,Saturday,1,8:38,26,46,z,8,9,7975,127
900,8,12,1/8/05,Saturday,1,9:18,15,32,hunting,9,4,5550,127
901,8,12,1/8/05,Saturday,1,9:18,29,13,z,9,4,5550,127
902,9,13,1/8/05,Saturday,1,9:38,10,14,agriculture,6,6,3300,127
903,9,15,1/8/05,Saturday,1,9:38,27,18,agriculture,7,6,745,127
904,9,13,1/8/05,Saturday,1,9:38,41,60,agriculture,6,6,3300,127
905,10,6,1/8/05,Saturday,1,10:08,45,27,firewood,7,7,800,127
906,11,11,1/8/05,Saturday,1,10:38,28,44,hunting,9,9,7350,127
907,11,11,1/8/05,Saturday,1,10:38,43,17,hunting,9,9,7350,127
908,12,3,1/8/05,Saturday,1,11:08,35,44,manufacture,10,10,40850,127
909,13,22,1/8/05,Saturday,1,11:38,39,57,z,7,8,12475,127
910,13,22,1/8/05,Saturday,1,11:38,34,26,z,7,8,12475,127
911,14,25,1/8/05,Saturday,1,12:08,5,40,hunting,10,9,5925,127
912,15,21,1/8/05,Saturday,1,12:38,25,50,agriculture,12,11,7600,127
913,15,21,1/8/05,Saturday,1,12:38,8,45,finca,12,11,7600,127
914,17,5,1/8/05,Saturday,1,13:38,4,15,z,9,8,3175,127
915,17,5,1/8/05,Saturday,1,13:38,2,19,z,9,8,3175,127
916,18,18,1/8/05,Saturday,1,14:08,32,40,z,12,9,1300,127
917,18,18,1/8/05,Saturday,1,14:08,21,17,z,12,9,1300,127
918,19,1,1/8/05,Saturday,1,14:38,16,29,agriculture,13,13,6050,127
919,19,1,1/8/05,Saturday,1,14:38,7,15,z,13,13,6050,127
920,19,1,1/8/05,Saturday,1,14:38,19,13,z,13,13,6050,127
921,19,1,1/8/05,Saturday,1,14:38,3,17,z,13,13,6050,127
922,21,23,1/8/05,Saturday,1,15:38,17,40,z,8,6,4050,127
923,22,17,1/8/05,Saturday,1,16:08,13,31,z,9,9,8600,127
924,24,29,1/8/05,Saturday,1,17:08,20,43,z,3,3,56200,127
925,24,29,1/8/05,Saturday,1,17:08,22,14,z,3,3,56200,127
926,25,4,1/8/05,Saturday,1,17:38,6,30,finca,11,11,7275,127
927,25,4,1/8/05,Saturday,1,17:38,12,17,z,11,11,7275,127
928,25,4,1/8/05,Saturday,1,17:38,40,18,z,11,11,7275,127
929,1,5,1/9/05,Sunday,1,5:39,4,15,z,9,8,3175,127
930,1,5,1/9/05,Sunday,1,5:39,2,19,z,9,8,3175,127
931,2,19,1/9/05,Sunday,1,6:09,33,67,z,6,5,6300,127
932,3,21,1/9/05,Sunday,1,6:39,8,45,finca,12,11,7600,127
933,3,21,1/9/05,Sunday,1,6:39,25,50,z,12,11,7600,127
934,4,24,1/9/05,Sunday,1,7:09,18,35,z,9,10,2975,127
935,4,24,1/9/05,Sunday,1,7:09,30,16,z,9,10,2975,127
936,4,24,1/9/05,Sunday,1,7:09,36,18,z,9,10,2975,127
937,5,1,1/9/05,Sunday,1,7:39,16,29,z,13,13,6050,127
938,5,1,1/9/05,Sunday,1,7:39,7,15,z,13,13,6050,127
939,5,1,1/9/05,Sunday,1,7:39,19,13,z,13,13,6050,127
940,5,1,1/9/05,Sunday,1,7:39,3,17,z,13,13,6050,127
941,6,16,1/9/05,Sunday,1,8:09,11,29,z,7,7,2100,127
942,7,25,1/9/05,Sunday,1,8:39,5,40,z,10,9,5925,127
943,9,12,1/9/05,Sunday,1,9:39,15,32,z,9,4,5550,127
944,9,12,1/9/05,Sunday,1,9:39,29,13,z,9,4,5550,127
945,11,6,1/9/05,Sunday,1,10:39,45,27,z,7,7,800,127
946,12,29,1/9/05,Sunday,1,11:09,22,14,z,3,3,56200,127
947,12,29,1/9/05,Sunday,1,11:09,20,43,z,3,3,56200,127
948,13,3,1/9/05,Sunday,1,11:39,35,44,z,10,10,40850,127
949,14,17,1/9/05,Sunday,1,12:09,13,31,z,9,9,8600,127
950,15,22,1/9/05,Sunday,1,12:39,39,57,manufacture,7,8,12475,127
951,15,22,1/9/05,Sunday,1,12:39,34,26,z,7,8,12475,127
952,16,18,1/9/05,Sunday,1,13:09,32,40,z,13,9,1300,127
953,16,18,1/9/05,Sunday,1,13:09,21,17,z,13,9,1300,127
954,17,9,1/9/05,Sunday,1,13:39,23,43,z,10,10,4975,127
955,17,9,1/9/05,Sunday,1,13:39,14,16,z,10,10,4975,127
956,17,9,1/9/05,Sunday,1,13:39,9,14,z,10,10,4975,127
957,18,13,1/9/05,Sunday,1,14:09,41,60,z,6,6,3300,127
958,18,15,1/9/05,Sunday,1,14:09,27,18,z,7,6,745,127
959,18,13,1/9/05,Sunday,1,14:09,10,14,z,6,6,3300,127
960,19,7,1/9/05,Sunday,1,14:39,31,62,z,3,3,7175,127
961,19,7,1/9/05,Sunday,1,14:39,37,28,z,3,3,7175,127
962,22,30,1/9/05,Sunday,1,16:10,38,28,z,5,5,4800,127
963,24,4,1/9/05,Sunday,1,17:09,6,30,finca,11,11,7275,127
964,24,4,1/9/05,Sunday,1,17:09,40,18,z,11,11,7275,127
965,24,4,1/9/05,Sunday,1,17:09,12,17,z,11,11,7275,127
966,25,11,1/9/05,Sunday,1,17:39,28,44,z,9,9,7350,127
967,25,11,1/9/05,Sunday,1,17:39,43,17,z,9,9,7350,127
968,2,9,1/10/05,Monday,1,6:11,14,16,z,10,10,4975,127
969,2,9,1/10/05,Monday,1,6:11,9,14,z,10,10,4975,127
970,2,9,1/10/05,Monday,1,6:11,23,43,z,10,10,4975,127
971,3,1,1/10/05,Monday,1,6:41,16,29,agriculture,13,13,6050,127
972,3,1,1/10/05,Monday,1,6:41,7,15,agriculture,13,13,6050,127
973,3,1,1/10/05,Monday,1,6:41,3,17,z,13,13,6050,127
974,3,1,1/10/05,Monday,1,6:41,19,13,z,13,13,6050,127
975,5,26,1/10/05,Monday,1,7:41,42,24,z,4,4,14650,127
976,6,12,1/10/05,Monday,1,8:11,29,13,z,9,4,5550,127
977,6,12,1/10/05,Monday,1,8:11,15,32,wage,9,4,5550,127
978,7,11,1/10/05,Monday,1,8:41,28,44,manufacture,9,9,7350,127
979,7,11,1/10/05,Monday,1,8:41,43,17,z,9,9,7350,127
980,8,6,1/10/05,Monday,1,9:11,45,27,wage,7,7,800,127
981,9,18,1/10/05,Monday,1,9:41,21,17,gold,13,9,1300,127
982,9,18,1/10/05,Monday,1,9:41,32,40,z,13,9,1300,127
983,10,22,1/10/05,Monday,1,10:11,39,57,agriculture,7,8,12475,127
984,11,13,1/10/05,Monday,1,10:41,10,14,agriculture,6,6,3300,127
985,11,15,1/10/05,Monday,1,10:41,27,18,agriculture,7,6,745,127
986,11,13,1/10/05,Monday,1,10:41,41,60,finca,6,6,3300,127
987,12,29,1/10/05,Monday,1,11:10,22,14,firewood,3,3,56200,127
988,12,29,1/10/05,Monday,1,11:10,20,43,wage,3,3,56200,127
989,13,3,1/10/05,Monday,1,11:41,35,44,steady_job,10,10,40850,127
990,14,19,1/10/05,Monday,1,12:11,33,67,manufacture,6,5,6300,127
991,15,7,1/10/05,Monday,1,12:40,37,28,z,3,3,7175,127
992,15,7,1/10/05,Monday,1,12:40,31,62,wage,3,3,7175,127
993,16,23,1/10/05,Monday,1,13:11,17,40,z,8,6,4050,127
994,17,4,1/10/05,Monday,1,13:41,6,30,finca,11,11,7275,127
995,17,4,1/10/05,Monday,1,13:41,40,18,manufacture,11,11,7275,127
996,17,4,1/10/05,Monday,1,13:41,12,17,z,11,11,7275,127
997,18,24,1/10/05,Monday,1,14:10,18,35,gold,9,10,2975,127
998,18,24,1/10/05,Monday,1,14:10,30,16,gold,9,10,2975,127
999,18,24,1/10/05,Monday,1,14:10,36,18,steady_job,9,10,2975,127
1000,19,21,1/10/05,Monday,1,14:41,8,45,finca,12,11,7600,127
1001,19,21,1/10/05,Monday,1,14:41,25,50,wage,12,11,7600,127
1002,20,30,1/10/05,Monday,1,15:11,38,28,steady_job,5,5,4800,127
1003,21,16,1/10/05,Monday,1,15:41,11,29,finca,7,7,2100,127
1004,22,10,1/10/05,Monday,1,16:11,26,46,wage,8,9,7975,127
1005,23,17,1/10/05,Monday,1,16:41,13,31,wage,9,9,8600,127
1006,25,5,1/10/05,Monday,1,17:41,4,15,z,9,8,3175,127
1007,25,5,1/10/05,Monday,1,17:41,2,19,z,9,8,3175,127
1008,2,4,1/11/05,Tuesday,1,6:31,12,17,z,11,11,7275,127
1009,2,4,1/11/05,Tuesday,1,6:31,40,18,z,11,11,7275,127
1010,2,4,1/11/05,Tuesday,1,6:31,6,30,z,11,11,7275,127
1011,3,21,1/11/05,Tuesday,1,7:01,8,45,finca,12,11,7600,127
1012,3,21,1/11/05,Tuesday,1,7:01,25,50,wage,12,11,7600,127
1013,4,6,1/11/05,Tuesday,1,7:30,45,27,z,7,7,800,127
1014,5,22,1/11/05,Tuesday,1,8:00,39,57,z,7,8,12475,127
1015,5,22,1/11/05,Tuesday,1,8:00,34,26,z,7,8,12475,127
1016,6,16,1/11/05,Tuesday,1,8:30,11,29,finca,7,7,2100,127
1017,7,10,1/11/05,Tuesday,1,9:00,26,46,wage,8,9,7975,127
1018,8,25,1/11/05,Tuesday,1,9:29,5,40,z,10,9,5925,127
1019,9,3,1/11/05,Tuesday,1,10:00,35,44,steady_job,10,10,40850,127
1020,10,5,1/11/05,Tuesday,1,10:30,4,15,agriculture,8,8,3175,127
1021,11,9,1/11/05,Tuesday,1,11:00,23,43,manufacture,10,10,4975,127
1022,11,9,1/11/05,Tuesday,1,11:00,14,16,manufacture,10,10,4975,127
1023,11,9,1/11/05,Tuesday,1,11:00,9,14,manufacture,10,10,4975,127
1024,12,24,1/11/05,Tuesday,1,11:30,18,35,hunting,9,10,2975,127
1025,12,24,1/11/05,Tuesday,1,11:30,30,16,hunting,9,10,2975,127
1026,12,24,1/11/05,Tuesday,1,11:30,36,18,z,9,10,2975,127
1027,13,18,1/11/05,Tuesday,1,12:00,32,40,agriculture,13,9,1300,127
1028,13,18,1/11/05,Tuesday,1,12:00,44,16,agriculture,13,9,1300,127
1029,14,12,1/11/05,Tuesday,1,12:30,15,32,hunting,9,4,5550,127
1030,14,12,1/11/05,Tuesday,1,12:30,29,13,z,9,4,5550,127
1031,15,13,1/11/05,Tuesday,1,12:59,41,60,finca,6,6,3300,127
1032,15,13,1/11/05,Tuesday,1,12:59,10,14,z,6,6,3300,127
1033,15,15,1/11/05,Tuesday,1,12:59,27,18,z,7,6,745,127
1034,16,23,1/11/05,Tuesday,1,13:30,17,40,z,8,6,4050,127
1035,17,30,1/11/05,Tuesday,1,14:00,38,28,steady_job,5,5,4800,127
1036,18,11,1/11/05,Tuesday,1,14:30,28,44,manufacture,9,9,7350,127
1037,18,11,1/11/05,Tuesday,1,14:30,43,17,manufacture,9,9,7350,127
1038,19,29,1/11/05,Tuesday,1,15:00,22,14,z,3,3,56200,127
1039,19,29,1/11/05,Tuesday,1,15:00,20,43,wage,3,3,56200,127
1040,20,1,1/11/05,Tuesday,1,15:30,7,15,z,13,13,6050,127
1041,20,1,1/11/05,Tuesday,1,15:30,19,13,z,13,13,6050,127
1042,20,1,1/11/05,Tuesday,1,15:30,3,17,z,13,13,6050,127
1043,20,1,1/11/05,Tuesday,1,15:30,16,29,steady_job,13,13,6050,127
1044,22,19,1/11/05,Tuesday,1,16:30,33,67,z,6,5,6300,127
1045,24,7,1/11/05,Tuesday,1,17:30,37,28,z,3,3,7175,127
1046,24,7,1/11/05,Tuesday,1,17:30,31,62,wage,3,3,7175,127
1047,25,17,1/11/05,Tuesday,1,18:00,13,31,z,9,9,8600,127
1048,1,30,2/15/05,Tuesday,2,5:35,38,28,z,5,5,4800,157
1049,2,31,2/15/05,Tuesday,2,6:05,24,50,manufacture,3,7,600,157
1050,3,29,2/15/05,Tuesday,2,6:35,20,43,z,3,3,56200,157
1051,3,29,2/15/05,Tuesday,2,6:35,22,14,z,3,3,56200,157
1052,4,6,2/15/05,Tuesday,2,7:05,45,27,z,7,7,800,157
1053,5,26,2/15/05,Tuesday,2,7:35,42,24,z,4,4,14650,157
1054,6,4,2/15/05,Tuesday,2,8:05,40,18,z,11,11,7275,157
1055,6,4,2/15/05,Tuesday,2,8:05,6,30,z,11,11,7275,157
1056,7,23,2/15/05,Tuesday,2,8:35,17,40,wage,8,6,4050,157
1057,8,21,2/15/05,Tuesday,2,9:05,25,50,livestock,11,11,7600,157
1058,9,25,2/15/05,Tuesday,2,9:35,5,40,z,9,9,5925,157
1059,11,5,2/15/05,Tuesday,2,10:35,1,27,agriculture,9,8,3175,157
1060,11,5,2/15/05,Tuesday,2,10:35,2,19,wage,9,8,3175,157
1061,12,24,2/15/05,Tuesday,2,11:05,18,35,agriculture,10,10,2975,157
1062,12,24,2/15/05,Tuesday,2,11:05,30,16,agriculture,10,10,2975,157
1063,12,24,2/15/05,Tuesday,2,11:05,36,18,agriculture,10,10,2975,157
1064,13,9,2/15/05,Tuesday,2,11:35,14,16,finca,10,10,4975,157
1065,13,9,2/15/05,Tuesday,2,11:35,9,14,finca,10,10,4975,157
1066,13,9,2/15/05,Tuesday,2,11:35,23,43,steady_job,10,10,4975,157
