choice,Tide,Wisk,EraPlus,Surf,Solo,All
Tide,0.042890630,0.0467968800,0.05908891,0.053744530,0.04945313,0.04054344
Tide,0.042812500,0.0498437500,0.06000000,0.039687500,0.06546875,0.04359375
EraPlus,0.065468750,0.0515625000,0.04375000,0.050000000,0.06562500,0.04073406
EraPlus,0.065312500,0.0578125000,0.06562500,0.050000000,0.06562500,0.04073406
EraPlus,0.064531250,0.0489062500,0.05080423,0.038906250,0.05867188,0.03890625
EraPlus,0.059062500,0.0363541700,0.04843750,0.056226250,0.04843750,0.03720531
Tide,0.056835940,0.0467968800,0.06367188,0.055234380,0.06367188,0.04054344
EraPlus,0.052652990,0.0396997900,0.05885417,0.048437500,0.06406250,0.03843750
EraPlus,0.058854170,0.0396997900,0.06059028,0.064062500,0.06406250,0.03843750
Tide,0.065312500,0.0656250000,0.06562500,0.057812500,0.06716375,0.04073406
EraPlus,0.064531250,0.0498437500,0.06437500,0.064531250,0.06453125,0.03890625
Wisk,0.054739580,0.0346875000,0.06437500,0.055625000,0.06453125,0.03890625
Tide,0.065312500,0.0656250000,0.06562500,0.065625000,0.06716375,0.04073406
EraPlus,0.064531250,0.0467187500,0.06453125,0.064531250,0.05015625,0.04359375
Surf,0.064062500,0.0396997900,0.04843750,0.038020830,0.04843750,0.03720531
Tide,0.058671880,0.0496234400,0.06453125,0.064531250,0.06453125,0.03890625
Tide,0.058034340,0.0440555800,0.06546875,0.049843750,0.06546875,0.03890625
Tide,0.058437500,0.0498437500,0.06000000,0.039687500,0.06546875,0.04359375
Solo,0.063671880,0.0467968800,0.05777344,0.053744530,0.05195313,0.04054344
Solo,0.066796880,0.0667968800,0.06679688,0.066796880,0.05507813,0.04054344
Solo,0.063671880,0.0467968800,0.06367188,0.053744530,0.05195313,0.04054344
Solo,0.056516930,0.0444531300,0.05093750,0.055182290,0.05976563,0.04054344
Solo,0.055963540,0.0502937500,0.06085938,0.060859380,0.06085938,0.04054344
Solo,0.049921880,0.0460156300,0.05382813,0.046015630,0.06164063,0.04054344
Wisk,0.062395830,0.0415625000,0.04677083,0.062395830,0.04677083,0.03468750
Solo,0.054557290,0.0459375000,0.06367188,0.063671880,0.06367188,0.04054344
Solo,0.058203130,0.0443359400,0.06210938,0.046484380,0.06210938,0.04054344
Solo,0.062421880,0.0464843800,0.06242188,0.054609380,0.06242188,0.04054344
Solo,0.063515630,0.0480468800,0.05164063,0.053744530,0.05771672,0.04054344
Solo,0.049218750,0.0490625000,0.05312500,0.065546880,0.05898438,0.04054344
Solo,0.047472290,0.0396997900,0.05783366,0.055000000,0.05400077,0.03468750
Solo,0.062421880,0.0474218800,0.05656250,0.047421880,0.05070313,0.04054344
Solo,0.063515630,0.0558593800,0.06335938,0.053744530,0.06367188,0.04054344
Solo,0.062890630,0.0472656300,0.05445313,0.047421880,0.05703125,0.04054344
Solo,0.062890630,0.0472656300,0.05445313,0.047421880,0.05703125,0.04054344
Solo,0.045859380,0.0480468800,0.05585938,0.046796880,0.05742188,0.04054344
Solo,0.053255210,0.0480468800,0.06367188,0.046796880,0.06367188,0.04054344
Solo,0.063671880,0.0451171900,0.06367188,0.048046880,0.04976563,0.04054344
Solo,0.058111720,0.0502939800,0.05908891,0.053744530,0.05771672,0.04054344
Tide,0.057187500,0.0489062500,0.05671875,0.052876560,0.06453125,0.03890625
Tide,0.064531250,0.0489062500,0.06453125,0.049765630,0.05468750,0.03515625
Tide,0.063948860,0.0496234400,0.06345486,0.048461170,0.04866504,0.03515625
Wisk,0.060781250,0.0375000000,0.06562500,0.053125000,0.06716375,0.04073406
Tide,0.059895830,0.0396997900,0.05885417,0.056226250,0.05364583,0.03843750
EraPlus,0.063671880,0.0502937500,0.05195313,0.053744530,0.05771672,0.04054344
Wisk,0.063671880,0.0467968800,0.06367188,0.063671880,0.05195313,0.04054344
Wisk,0.059062500,0.0363541700,0.04843750,0.056226250,0.04843750,0.03720531
EraPlus,0.061718750,0.0496234400,0.05687500,0.035156250,0.06234375,0.03515625
Wisk,0.062187500,0.0415625000,0.05935198,0.062187500,0.04656250,0.03468750
Wisk,0.062187500,0.0409375000,0.05437500,0.062187500,0.04656250,0.03468750
Wisk,0.062395830,0.0415625000,0.04677083,0.062395830,0.04677083,0.03468750
Wisk,0.062395830,0.0415625000,0.04677083,0.062395830,0.04677083,0.03720531
Wisk,0.062395830,0.0415625000,0.05935198,0.056226250,0.04677083,0.03468750
Wisk,0.062395830,0.0415625000,0.04677083,0.062395830,0.05458333,0.03468750
Wisk,0.064531250,0.0435937500,0.06453125,0.064531250,0.05851563,0.03890625
Wisk,0.055312500,0.0467187500,0.05695313,0.046718750,0.06312500,0.03846234
Wisk,0.064531250,0.0418054700,0.05281250,0.052876560,0.05867188,0.03890625
Wisk,0.056718750,0.0567187500,0.05281250,0.052876560,0.05867188,0.03890625
Wisk,0.056718750,0.0457406300,0.05867188,0.038906250,0.05867188,0.03890625
Wisk,0.063671880,0.0467968800,0.06367188,0.063671880,0.05195313,0.04054344
Wisk,0.052812500,0.0478125000,0.06453125,0.038906250,0.05562500,0.03890625
Wisk,0.064531250,0.0426562500,0.06453125,0.038906250,0.06453125,0.03846234
Tide,0.053125000,0.0531250000,0.06562500,0.059375000,0.06562500,0.04073406
Tide,0.064531250,0.0435886300,0.06453125,0.051718750,0.06453125,0.03890625
Tide,0.064531250,0.0467187500,0.06453125,0.056718750,0.05867188,0.03890625
Tide,0.053176280,0.0396997900,0.05885417,0.048437500,0.06406250,0.03843750
Wisk,0.060625000,0.0462500000,0.06052083,0.048906250,0.06453125,0.03890625
Tide,0.058671880,0.0420312500,0.06052083,0.064531250,0.06453125,0.03890625
Tide,0.051480470,0.0396997900,0.05364583,0.064062500,0.06406250,0.03843750
Wisk,0.064531250,0.0353125000,0.06437500,0.064531250,0.06453125,0.03890625
Tide,0.057118060,0.0396997900,0.06059028,0.064062500,0.05364583,0.03843750
Tide,0.048437500,0.0396997900,0.05885417,0.064062500,0.05364583,0.03843750
Wisk,0.065312500,0.0656250000,0.06562500,0.059062500,0.06716375,0.04073406
Tide,0.053645830,0.0396997900,0.06406250,0.048437500,0.05382750,0.04156250
Tide,0.064531250,0.0467187500,0.06453125,0.056718750,0.05234375,0.04359375
Wisk,0.060625000,0.0247037300,0.06453125,0.055625000,0.05867188,0.03890625
Tide,0.055826220,0.0504687500,0.06500000,0.046718750,0.06546875,0.03890625
Tide,0.055729170,0.0396997900,0.04843750,0.064062500,0.04843750,0.03720531
All,0.058671880,0.0478125000,0.06453125,0.056718750,0.05867188,0.02640625
Tide,0.038828130,0.0435988500,0.06546875,0.048906250,0.06546875,0.03890625
All,0.061562500,0.0482812500,0.06156250,0.057656250,0.06000000,0.02640625
Solo,0.060481940,0.0560937500,0.06546875,0.065468750,0.04203125,0.03890625
Solo,0.059609380,0.0498437500,0.06000000,0.065468750,0.05296875,0.04359375
Tide,0.058671880,0.0645312500,0.05867188,0.038906250,0.05562500,0.03890625
Wisk,0.060625000,0.0548625200,0.05867188,0.038906250,0.05562500,0.03890625
Wisk,0.064531250,0.0276220000,0.06453125,0.062343750,0.06453125,0.03890625
Tide,0.057708330,0.0396997900,0.06447917,0.048854170,0.05382750,0.03720531
Tide,0.065468750,0.0576562500,0.05609375,0.046718750,0.06546875,0.04359375
Tide,0.050781250,0.0644531300,0.06445313,0.048828130,0.06445313,0.04054344
Tide,0.065468750,0.0498437500,0.05960938,0.049843750,0.06000000,0.03890625
Tide,0.064531250,0.0489062500,0.06437500,0.050390630,0.06453125,0.03890625
Solo,0.061503910,0.0453492600,0.05180288,0.052876560,0.05886161,0.04011719
Solo,0.053033850,0.0467693000,0.05391927,0.052876560,0.05697396,0.03890625
Solo,0.060625000,0.0444018600,0.05867188,0.052876560,0.05756944,0.03890625
Surf,0.058671880,0.0496234400,0.06453125,0.038906250,0.06453125,0.03890625
Solo,0.064062500,0.0396997900,0.05935198,0.048437500,0.04479167,0.03843750
Solo,0.048906250,0.0489062500,0.06453125,0.048906250,0.06453125,0.03890625
Tide,0.048906250,0.0645312500,0.06062500,0.038906250,0.06453125,0.03890625
Tide,0.053645830,0.0396997900,0.05935198,0.048437500,0.05382750,0.03720531
Tide,0.053515630,0.0636718800,0.06367188,0.063671880,0.06367188,0.04054344
Tide,0.049277460,0.0396997900,0.06406250,0.056226250,0.06406250,0.03843750
Tide,0.054453130,0.0448090300,0.06546875,0.057656250,0.06546875,0.03890625
Tide,0.045156250,0.0498437500,0.06304688,0.057656250,0.06546875,0.03890625
Tide,0.034609380,0.0498437500,0.06304688,0.057656250,0.06546875,0.03890625
Tide,0.035937500,0.0590625000,0.06718750,0.058750000,0.06716375,0.04073406
Tide,0.058593750,0.0644531300,0.06445313,0.048828130,0.06445313,0.04054344
Solo,0.062968750,0.0512500000,0.06046875,0.047441410,0.06656250,0.03281250
Surf,0.050214840,0.0567187500,0.05192188,0.038906250,0.05468750,0.03890625
Surf,0.059266490,0.0396997900,0.05935198,0.051600380,0.05382750,0.02817708
Solo,0.058671880,0.0489062500,0.06453125,0.064531250,0.05468750,0.03890625
Solo,0.064062500,0.0396997900,0.06406250,0.048437500,0.04843750,0.03843750
Solo,0.064531250,0.0434578800,0.06453125,0.064531250,0.05541667,0.03890625
Solo,0.065312500,0.0656250000,0.06562500,0.065625000,0.06562500,0.04031250
Surf,0.052812500,0.0489062500,0.06453125,0.042187500,0.05867188,0.03937500
Surf,0.058671880,0.0496234400,0.06453125,0.046718750,0.06453125,0.03890625
EraPlus,0.064062500,0.0396997900,0.04166667,0.056250000,0.04843750,0.03720531
Surf,0.060546880,0.0644531300,0.05859375,0.042500000,0.06445313,0.04054344
Surf,0.054062500,0.0396997900,0.05927083,0.048854170,0.05406250,0.03720531
Surf,0.059166670,0.0467187500,0.06546875,0.048281250,0.05601563,0.04359375
Wisk,0.058671880,0.0547656300,0.06062500,0.064531250,0.06453125,0.03890625
EraPlus,0.064531250,0.0434014400,0.05312500,0.064531250,0.06453125,0.03890625
Surf,0.061458330,0.0500000000,0.06562500,0.018750000,0.06562500,0.04073406
Surf,0.067187500,0.0515625000,0.06718750,0.035937500,0.06716375,0.04073406
Surf,0.046718750,0.0467187500,0.06125000,0.044534940,0.06546875,0.03890625
Tide,0.043665080,0.0576562500,0.06546875,0.049843750,0.06000000,0.03890625
Surf,0.050234380,0.0498437500,0.06304688,0.038125000,0.06546875,0.03890625
Surf,0.062395830,0.0531250000,0.06562500,0.028125000,0.06562500,0.04073406
EraPlus,0.073593750,0.0494965300,0.05573201,0.076437500,0.07070313,0.04082031
Wisk,0.064531250,0.0520312500,0.06453125,0.048906250,0.05531250,0.03890625
Surf,0.061458330,0.0515625000,0.06562500,0.050000000,0.06562500,0.04073406
Surf,0.065312500,0.0500000000,0.06562500,0.050000000,0.06562500,0.04073406
Surf,0.065312500,0.0500000000,0.06562500,0.042187500,0.06562500,0.04073406
Surf,0.065312500,0.0500000000,0.06562500,0.042187500,0.06562500,0.04073406
Surf,0.065312500,0.0500000000,0.06562500,0.057812500,0.06562500,0.04073406
Surf,0.065312500,0.0590625000,0.06562500,0.065625000,0.06716375,0.04073406
Surf,0.065312500,0.0623437500,0.06562500,0.062343750,0.06716375,0.04073406
Surf,0.065312500,0.0656250000,0.06562500,0.059062500,0.06716375,0.04073406
Surf,0.065312500,0.0656250000,0.06562500,0.038906250,0.06716375,0.04073406
Surf,0.069062500,0.0656250000,0.06843750,0.059062500,0.06716375,0.04073406
Surf,0.058125000,0.0489062500,0.06453125,0.048906250,0.05929969,0.03846234
Wisk,0.058671880,0.0283653800,0.06453125,0.048906250,0.05867188,0.03890625
Tide,0.056562500,0.0444531300,0.06234375,0.046718750,0.05648438,0.03515625
All,0.064531250,0.0462500000,0.06149740,0.056718750,0.05851563,0.02640625
Tide,0.043229170,0.0396997900,0.05885417,0.064062500,0.05382750,0.04000000
Surf,0.064062500,0.0311458300,0.05935198,0.048437500,0.05382750,0.03720531
EraPlus,0.055904020,0.0636718800,0.05195313,0.063671880,0.05195313,0.04054344
Tide,0.056093750,0.0540104200,0.06546875,0.065468750,0.06000000,0.03890625
Wisk,0.068125000,0.0475358600,0.06343750,0.059563130,0.07093750,0.04073406
Tide,0.068125000,0.0584375000,0.06343750,0.059563130,0.07093750,0.04073406
EraPlus,0.067090420,0.0579583300,0.02589844,0.059563130,0.06947917,0.04073406
Tide,0.068125000,0.0584375000,0.06593750,0.059563130,0.07093750,0.04073406
Tide,0.065468750,0.0593750000,0.06562500,0.065625000,0.06562500,0.04073406
Tide,0.059218750,0.0531250000,0.06562500,0.059375000,0.06562500,0.04073406
Tide,0.053125000,0.0531250000,0.06562500,0.059375000,0.06562500,0.04073406
Surf,0.048906250,0.0489062500,0.06453125,0.048906250,0.06453125,0.03890625
Tide,0.045312500,0.0531250000,0.06562500,0.050000000,0.06562500,0.04073406
Surf,0.065312500,0.0578125000,0.06562500,0.042187500,0.06562500,0.04073406
Tide,0.043437500,0.0500000000,0.06562500,0.065625000,0.06562500,0.04073406
Wisk,0.065312500,0.0296875000,0.06562500,0.065625000,0.06562500,0.04073406
Tide,0.049687500,0.0500000000,0.06562500,0.065625000,0.06562500,0.04073406
Wisk,0.065312500,0.0278125000,0.06562500,0.065625000,0.06716375,0.04073406
Wisk,0.064531250,0.0326562500,0.06119792,0.046718750,0.05015625,0.04125000
EraPlus,0.059765630,0.0413281300,0.05507813,0.063593750,0.05195313,0.04054344
Surf,0.055859380,0.0636718800,0.06367188,0.047421880,0.05523438,0.04054344
Surf,0.046319850,0.0502937500,0.05846354,0.049375000,0.04679688,0.04054344
Surf,0.050937500,0.0393593800,0.05585938,0.045026040,0.05195313,0.04054344
Surf,0.054557290,0.0548046900,0.06367188,0.057812500,0.06367188,0.04054344
Surf,0.064388020,0.0396997900,0.04276442,0.041022730,0.04885417,0.03720531
Surf,0.048906250,0.0489062500,0.06453125,0.031622020,0.06453125,0.03890625
Tide,0.056770830,0.0396997900,0.05625000,0.048437500,0.06406250,0.03843750
Tide,0.054375000,0.0489062500,0.06453125,0.064531250,0.06453125,0.03890625
Tide,0.046701390,0.0396997900,0.05885417,0.051979170,0.04979167,0.04156250
Tide,0.048683040,0.0552343800,0.05195313,0.063671880,0.05781250,0.04054344
Tide,0.059642560,0.0645312500,0.05867188,0.038906250,0.04671875,0.03890625
Wisk,0.058671880,0.0595043100,0.06453125,0.064531250,0.06453125,0.03890625
Surf,0.060859380,0.0531250000,0.06562500,0.050000000,0.06562500,0.04073406
All,0.064531250,0.0489062500,0.06453125,0.064531250,0.06453125,0.02640625
Tide,0.038828130,0.0435988500,0.06546875,0.048906250,0.06546875,0.03890625
Tide,0.049142550,0.0552343800,0.05781250,0.061562500,0.06367188,0.04054344
Tide,0.042902110,0.0645312500,0.05867188,0.038906250,0.05929969,0.03890625
Surf,0.062708330,0.0552818600,0.05675781,0.035156250,0.05757813,0.03515625
EraPlus,0.055859380,0.0636718800,0.05846354,0.063671880,0.06367188,0.04054344
Tide,0.045651370,0.0434472700,0.06453125,0.048906250,0.05867188,0.03515625
Surf,0.064531250,0.0489062500,0.06437500,0.055781250,0.06453125,0.03890625
Wisk,0.066094060,0.0496875000,0.06531250,0.049687500,0.06716375,0.04073406
Tide,0.054062500,0.0396997900,0.04885417,0.085312500,0.06447917,0.03720531
Tide,0.057656250,0.0654687500,0.06125000,0.065468750,0.06000000,0.03890625
Tide,0.057656250,0.0498437500,0.06304688,0.057656250,0.06000000,0.03890625
Tide,0.053020830,0.0396997900,0.06447917,0.048854170,0.05406250,0.03720531
Wisk,0.060781250,0.0467187500,0.06546875,0.049843750,0.06546875,0.03890625
Tide,0.053020830,0.0396997900,0.06447917,0.048854170,0.05382750,0.03720531
Tide,0.065468750,0.0482812500,0.05671875,0.046718750,0.06546875,0.04359375
Tide,0.066093750,0.0467187500,0.06632813,0.050625000,0.05679688,0.04359375
Tide,0.045208330,0.0396997900,0.05927083,0.056666670,0.05927083,0.03720531
Wisk,0.053906250,0.0425000000,0.06562500,0.058437500,0.05976563,0.03218750
Tide,0.040052080,0.0467187500,0.06546875,0.048906250,0.06546875,0.03890625
Surf,0.051032200,0.0467187500,0.05914063,0.037578590,0.06546875,0.03890625
Tide,0.050468750,0.0489062500,0.06052083,0.056718750,0.06453125,0.03890625
Tide,0.056093750,0.0540104200,0.06546875,0.065468750,0.06000000,0.03890625
Surf,0.065312500,0.0500000000,0.06562500,0.050000000,0.06562500,0.04031250
Surf,0.054062500,0.0396997900,0.05935198,0.055625000,0.05406250,0.03720531
EraPlus,0.064531250,0.0489062500,0.05421875,0.052876560,0.06453125,0.03890625
Tide,0.054375000,0.0498437500,0.06437500,0.064531250,0.06453125,0.03890625
Tide,0.054375000,0.0467187500,0.06437500,0.064531250,0.06453125,0.03890625
Surf,0.067187500,0.0671875000,0.06718750,0.067187500,0.06716375,0.04073406
Tide,0.054375000,0.0489062500,0.06437500,0.056718750,0.06453125,0.03890625
Surf,0.058715280,0.0396997900,0.05935198,0.051770830,0.05382750,0.03468750
Wisk,0.064531250,0.0261451300,0.06453125,0.056718750,0.06453125,0.03890625
Wisk,0.064531250,0.0321746900,0.05859375,0.056718750,0.06453125,0.03890625
Tide,0.056562500,0.0444531300,0.06234375,0.046718750,0.05648438,0.03515625
Tide,0.038828130,0.0448090300,0.06546875,0.057656250,0.06546875,0.03890625
Wisk,0.058671880,0.0297656300,0.06453125,0.048906250,0.05867188,0.03890625
Wisk,0.064687500,0.0650000000,0.06468750,0.065000000,0.06716375,0.04073406
Solo,0.063906250,0.0482812500,0.05804688,0.031110460,0.05804688,0.03890625
Solo,0.063906250,0.0482812500,0.05804688,0.031138390,0.05804688,0.03890625
Solo,0.064062500,0.0430208300,0.04843750,0.064062500,0.04843750,0.03720531
Solo,0.064531250,0.0533854200,0.06447368,0.056718750,0.06453125,0.03890625
Solo,0.064062500,0.0396997900,0.05885417,0.048437500,0.04843750,0.03720531
Solo,0.064062500,0.0396997900,0.04843750,0.048437500,0.04843750,0.03843750
Solo,0.064479170,0.0396997900,0.04052083,0.056666670,0.05302083,0.03720531
Solo,0.051875000,0.0396997900,0.06447917,0.048420140,0.06447917,0.03720531
Solo,0.054062500,0.0396997900,0.06447917,0.055625000,0.06447917,0.03720531
Solo,0.064453130,0.0467968800,0.06445313,0.064453130,0.05273438,0.04054344
Solo,0.051432290,0.0478125000,0.06445313,0.048828130,0.06445313,0.04054344
Solo,0.054062500,0.0396997900,0.05935198,0.055625000,0.05406250,0.03720531
Solo,0.049414060,0.0502937500,0.05664063,0.048828130,0.04679688,0.04054344
Solo,0.064453130,0.0502937500,0.06445313,0.048828130,0.06445313,0.04054344
Solo,0.060520830,0.0467968800,0.06445313,0.048828130,0.06445313,0.04054344
Solo,0.065468750,0.0467187500,0.06182292,0.065468750,0.05625000,0.04359375
Wisk,0.058671880,0.0270568200,0.06453125,0.048906250,0.05867188,0.03890625
Wisk,0.076523440,0.0506430300,0.07507813,0.050156250,0.05929969,0.06562500
Wisk,0.090625000,0.0732812500,0.07765625,0.053616070,0.07093750,0.03419408
Wisk,0.060735490,0.0604644100,0.05408333,0.058068180,0.05976563,0.03963542
Wisk,0.057812500,0.0503125000,0.05976563,0.050625000,0.06562500,0.03218750
Wisk,0.064531250,0.0489062500,0.06437500,0.056718750,0.06453125,0.03890625
Wisk,0.053906250,0.0440625000,0.06562500,0.057265630,0.05390625,0.03218750
Wisk,0.053906250,0.0440625000,0.06562500,0.066250000,0.05976563,0.03218750
Wisk,0.065625000,0.0503125000,0.04265625,0.051875000,0.05140625,0.03593750
Wisk,0.065625000,0.0462500000,0.05656250,0.038750000,0.04968750,0.03593750
EraPlus,0.050116740,0.0489062500,0.03718750,0.034441960,0.05468750,0.03890625
Wisk,0.052812500,0.0469531300,0.06062500,0.051718750,0.06453125,0.03890625
Tide,0.057500000,0.0396997900,0.04843750,0.056226250,0.04843750,0.03843750
Tide,0.046614360,0.0552343800,0.05585938,0.055234380,0.04679688,0.04054344
All,0.062812500,0.0396997900,0.05935198,0.057708330,0.05010417,0.03166667
Tide,0.037961970,0.0467187500,0.06125000,0.049843750,0.06546875,0.03890625
Surf,0.067968750,0.0604687500,0.06484375,0.031875000,0.06796875,0.03281250
Tide,0.053750000,0.0467187500,0.06093750,0.046946960,0.06546875,0.03890625
Surf,0.064531250,0.0489062500,0.06437500,0.042031250,0.05015625,0.03890625
Solo,0.062841800,0.0508691400,0.05486328,0.053744530,0.04096261,0.04054344
Solo,0.063671880,0.0502937500,0.05195313,0.053744530,0.05771672,0.04054344
Solo,0.063671880,0.0440476200,0.05781250,0.063671880,0.05273438,0.04054344
Solo,0.063671880,0.0467968800,0.06367188,0.063671880,0.05195313,0.04054344
Solo,0.056796880,0.0467968800,0.06367188,0.063671880,0.05195313,0.04054344
Solo,0.050820310,0.0446875000,0.05908891,0.050559900,0.04613839,0.04054344
Solo,0.057812500,0.0480468800,0.05846354,0.048046880,0.04687500,0.04054344
Solo,0.054557290,0.0480468800,0.05846354,0.048046880,0.04687500,0.04054344
Solo,0.069728010,0.0396997900,0.06720920,0.048437500,0.04516927,0.04716146
Solo,0.058463540,0.0467968800,0.06367188,0.048046880,0.05523438,0.04054344
Solo,0.058463540,0.0389843800,0.06367188,0.055859380,0.05945313,0.04054344
Solo,0.062421880,0.0464843800,0.06242188,0.046796880,0.05421875,0.04054344
Solo,0.062421880,0.0464843800,0.05070313,0.046796880,0.04796875,0.04054344
Solo,0.047395830,0.0396997900,0.05781250,0.055000000,0.05260417,0.03468750
Solo,0.062890630,0.0472656300,0.06289063,0.047421880,0.05195313,0.04054344
Solo,0.059340280,0.0396997900,0.05760417,0.047604170,0.05239583,0.03468750
Solo,0.055859380,0.0421875000,0.06367188,0.048046880,0.04976563,0.04054344
Solo,0.063671880,0.0451171900,0.06367188,0.048046880,0.04976563,0.04054344
Solo,0.059765630,0.0502937500,0.06367188,0.048046880,0.04671875,0.04054344
Solo,0.055651040,0.0525000000,0.04898438,0.049531250,0.05179688,0.04210938
All,0.056718750,0.0489062500,0.05687500,0.051875000,0.06453125,0.03937500
EraPlus,0.065468750,0.0576562500,0.05609375,0.046718750,0.06546875,0.04359375
All,0.064531250,0.0467187500,0.06453125,0.064531250,0.06453125,0.03890625
Surf,0.065625000,0.0656250000,0.06562500,0.050000000,0.06562500,0.04073406
All,0.064531250,0.0533854200,0.06453125,0.048906250,0.05541667,0.03265625
All,0.054453130,0.0448090300,0.06546875,0.057656250,0.06546875,0.03890625
All,0.064531250,0.0435937500,0.06437500,0.056718750,0.05851563,0.03890625
All,0.058671880,0.0423125000,0.05851563,0.056718750,0.06453125,0.03890625
All,0.064531250,0.0489062500,0.06437500,0.064531250,0.06453125,0.03890625
Tide,0.064531250,0.0489062500,0.06437500,0.050390630,0.06453125,0.03890625
All,0.064531250,0.0489062500,0.06437500,0.052876560,0.06453125,0.03265625
All,0.058854170,0.0396997900,0.06406250,0.064062500,0.06406250,0.03583333
All,0.064531250,0.0489062500,0.05453125,0.046718750,0.05015625,0.04125000
All,0.064531250,0.0467187500,0.06453125,0.056718750,0.05234375,0.04359375
EraPlus,0.063671880,0.0358593800,0.04804688,0.046796880,0.05771672,0.04054344
EraPlus,0.058671880,0.0382164900,0.06453125,0.048906250,0.05867188,0.03890625
EraPlus,0.063359380,0.0480468800,0.04695313,0.053744530,0.05771672,0.04054344
EraPlus,0.051875000,0.0396997900,0.06447917,0.047872020,0.06447917,0.03720531
EraPlus,0.053645830,0.0396997900,0.05381944,0.064062500,0.05885417,0.03843750
EraPlus,0.047734380,0.0502937500,0.04773438,0.048046880,0.05771672,0.04054344
EraPlus,0.054739580,0.0488281300,0.06445313,0.048828130,0.04679688,0.04054344
EraPlus,0.047734380,0.0467968800,0.06335938,0.053744530,0.04945313,0.04054344
EraPlus,0.059270830,0.0396997900,0.06447917,0.046770830,0.05382750,0.03720531
Wisk,0.056484380,0.0481445300,0.05189303,0.052876560,0.06117109,0.03714489
Wisk,0.050414660,0.0332812500,0.05281250,0.038906250,0.04976563,0.03890625
Wisk,0.064531250,0.0432812500,0.06453125,0.038906250,0.06453125,0.03846234
Wisk,0.061315940,0.0489062500,0.06453125,0.048906250,0.06453125,0.03890625
Wisk,0.064531250,0.0467187500,0.06453125,0.056718750,0.06453125,0.03890625
Wisk,0.064531250,0.0645312500,0.06947917,0.052876560,0.11062500,0.03968750
Wisk,0.067187500,0.0515625000,0.06718750,0.067187500,0.06716375,0.04073406
Tide,0.065312500,0.0656250000,0.06562500,0.059062500,0.06716375,0.04073406
Wisk,0.065468750,0.0393229200,0.06000000,0.046718750,0.06546875,0.04359375
Solo,0.064531250,0.0489062500,0.06453125,0.064375000,0.04250000,0.03515625
Surf,0.064531250,0.0496234400,0.06453125,0.016603860,0.05036542,0.03515625
Wisk,0.064531250,0.0364062500,0.06453125,0.064531250,0.06453125,0.03890625
EraPlus,0.056718750,0.0567187500,0.05281250,0.052876560,0.05727692,0.03890625
EraPlus,0.058671880,0.0489062500,0.05281250,0.031564380,0.05468750,0.03890625
EraPlus,0.061354170,0.0531250000,0.06562500,0.059375000,0.06562500,0.04073406
EraPlus,0.053125000,0.0507102300,0.06562500,0.063486110,0.06507813,0.04073406
EraPlus,0.061354170,0.0500000000,0.06562500,0.050000000,0.06562500,0.04073406
Tide,0.060729170,0.0396997900,0.05935198,0.056226250,0.05382750,0.03843750
Tide,0.059062500,0.0396997900,0.05935198,0.061666670,0.05382750,0.03218750
Tide,0.060729170,0.0396997900,0.05935198,0.065520830,0.05382750,0.03218750
Tide,0.066562500,0.0512500000,0.06484375,0.031250000,0.05875000,0.03281250
Tide,0.049921880,0.0502937500,0.05908891,0.053744530,0.05771672,0.04054344
Tide,0.059062500,0.0311458300,0.04843750,0.056226250,0.04843750,0.03843750
Tide,0.048046880,0.0636718800,0.05493862,0.055859380,0.05195313,0.04054344
Tide,0.064270830,0.0396997900,0.04843750,0.056226250,0.04843750,0.03843750
Tide,0.064062500,0.0396997900,0.05166667,0.056226250,0.04038194,0.03720531
Tide,0.064062500,0.0396997900,0.04843750,0.056226250,0.04843750,0.03720531
Tide,0.064062500,0.0396997900,0.04843750,0.056226250,0.04843750,0.03720531
Tide,0.061774310,0.0396997900,0.06406250,0.056226250,0.04843750,0.03720531
Tide,0.064062500,0.0396997900,0.05935198,0.056226250,0.04843750,0.03843750
Tide,0.064062500,0.0396997900,0.05324503,0.056250000,0.04843750,0.03720531
Tide,0.064062500,0.0396997900,0.04843750,0.056226250,0.04843750,0.03843750
Tide,0.064062500,0.0396997900,0.06406250,0.056226250,0.04843750,0.03720531
Tide,0.064062500,0.0396997900,0.04843750,0.056226250,0.05382750,0.03843750
Tide,0.052962550,0.0396997900,0.05625000,0.056226250,0.05382750,0.03843750
Tide,0.052273560,0.0396997900,0.05935198,0.056226250,0.05382750,0.03843750
Tide,0.053879350,0.0396997900,0.05935198,0.056226250,0.05382750,0.03843750
Tide,0.053645830,0.0396997900,0.06406250,0.056226250,0.06406250,0.03720531
Tide,0.057118060,0.0396997900,0.06406250,0.056226250,0.05382750,0.03720531
Tide,0.057118060,0.0396997900,0.06406250,0.056226250,0.06406250,0.03720531
Tide,0.050134800,0.0396997900,0.05935198,0.064062500,0.05885417,0.03843750
Tide,0.058854170,0.0396997900,0.05885417,0.056226250,0.05364583,0.03843750
Surf,0.064531250,0.0489062500,0.06437500,0.046718750,0.06453125,0.03890625
Tide,0.064062500,0.0396997900,0.05885417,0.064062500,0.05364583,0.03843750
Tide,0.058854170,0.0396997900,0.06406250,0.056226250,0.04979167,0.03720531
Tide,0.058854170,0.0396997900,0.06406250,0.064062500,0.05382750,0.03843750
Tide,0.053645830,0.0396997900,0.06406250,0.056226250,0.04979167,0.03720531
